2	0.241478	123.577	1.18104	40.4313
3	0.241849	124.205	1.18438	40.3681
4	0.241593	124.01	1.18858	40.3348
5	0.241788	124.7	1.18127	40.2359
6	0.240875	122.921	1.16788	40.4224
7	0.241625	123.747	1.18196	40.398
8	0.241964	124.398	1.18071	40.4324
9	0.241741	124.102	1.1822	40.4202
10	0.242813	125.135	1.17582	40.4332
11	0.2418	123.311	1.16398	40.6136
12	0.241844	123.726	1.17294	40.5008
13	0.242154	124.378	1.17647	40.4604
14	0.241854	124.084	1.1799	40.4319
15	0.242834	125.179	1.1766	40.4113
16	0.242948	124.954	1.16848	40.4943
17	0.242052	124.087	1.17752	40.4222
18	0.242216	124.39	1.17754	40.4297
19	0.241882	123.89	1.17413	40.4988
20	0.242019	123.563	1.16675	40.5508
21	0.242977	125.046	1.16553	40.5567
22	0.242044	124.188	1.17878	40.4131
23	0.242195	124.521	1.17707	40.4548
24	0.241849	123.912	1.17797	40.4287
25	0.241608	123.595	1.17529	40.4944
26	0.241808	123.211	1.15873	40.6842
27	0.24177	123.847	1.17329	40.5207
28	0.242147	124.526	1.17738	40.4555
29	0.241817	124.348	1.18231	40.4249
30	0.242799	125.348	1.18102	40.3585
31	0.241653	123.391	1.1697	40.5471
32	0.241623	123.835	1.17727	40.479
33	0.242063	124.557	1.18003	40.4349
34	0.241922	124.323	1.18124	40.406
35	0.24281	125.377	1.17371	40.4878
36	0.243046	125.212	1.16008	40.6598
37	0.242182	124.312	1.17681	40.4297
38	0.241685	124.301	1.17458	40.303
39	0.241831	124.142	1.18128	40.4025
40	0.241822	123.774	1.17896	40.396
41	0.242921	125.163	1.16911	40.5145
42	0.24202	124.266	1.17839	40.4242
43	0.242241	124.639	1.17985	40.3971
44	0.2419	124.16	1.17914	40.4218
45	0.242042	123.738	1.16428	40.5991
46	0.242362	123.335	1.14505	40.8268
47	0.242346	123.901	1.15536	40.714
48	0.241922	124.324	1.16495	40.4179
49	0.242223	124.512	1.17831	40.413
50	0.243039	125.558	1.17982	40.3525
51	0.24218	123.523	1.15232	40.7448
52	0.241934	124.069	1.16441	40.7218
53	0.242343	124.655	1.17301	40.4935
54	0.242074	124.458	1.17946	40.4147
55	0.243078	125.523	1.17516	40.4063
56	0.243335	125.171	1.15136	40.7354
57	0.242366	124.316	1.16441	40.5859
58	0.242379	124.684	1.17504	40.4444
59	0.241887	124.263	1.18041	40.4051
60	0.242128	123.982	1.16626	40.5587
61	0.243326	125.087	1.15698	40.6159
62	0.242251	124.165	1.17041	40.4844
63	0.242254	124.629	1.17763	40.4224
64	0.241946	124.139	1.17881	40.4031
65	0.242298	123.783	1.15985	40.6123
66	0.242625	123.418	1.13002	41.0412
67	0.242385	123.99	1.14844	40.8296
68	0.24282	124.679	1.16052	40.6032
69	0.242207	124.632	1.17369	40.5038
70	0.243182	125.658	1.17223	40.4498
71	0.242756	123.393	1.13253	40.9542
72	0.242358	124.054	1.15686	40.6883
73	0.241095	124.119	1.16111	40.4204
74	0.242288	124.571	1.17425	40.4651
75	0.243578	125.701	1.1574	40.6372
76	0.243906	125.099	1.12787	41.041
77	0.24258	124.322	1.15172	40.7686
78	0.242602	124.683	1.16352	40.5953
79	0.242077	124.265	1.16818	40.5785
80	0.2425	123.93	1.14714	40.8143
81	0.243327	125.068	1.14901	40.7528
82	0.242107	124.225	1.16854	40.555
83	0.242733	124.544	1.15488	40.7019
84	0.243012	123.831	1.13097	40.9855
85	0.243249	123.107	1.10423	41.3393
