11	0.231428	116.897	1.33993	38.7921
12	0.231795	118.507	1.37241	38.4506
13	0.231784	118.003	1.36041	38.5652
14	0.23215	118.115	1.36426	38.429
15	0.231846	118.187	1.36558	38.4789
16	0.231908	118.187	1.35133	38.6624
17	0.232165	118.503	1.35582	38.5787
18	0.232042	119.159	1.36529	38.5408
19	0.232773	119.322	1.37108	38.303
20	0.232654	119.497	1.37269	38.3367
21	0.23296	119.663	1.38137	38.1554
22	0.23336	119.936	1.39735	37.8506
23	0.232546	120.178	1.38959	38.1668
24	0.232962	120.321	1.40739	37.8428
25	0.232268	120.671	1.40807	38.0063
26	0.233035	120.78	1.42458	37.641
27	0.231734	121.066	1.43308	37.5339
28	0.232806	121.097	1.43019	37.6392
29	0.232966	121.349	1.43996	37.493
30	0.232437	121.449	1.43739	37.6605
31	0.23251	121.611	1.44002	37.6373
32	0.232873	121.792	1.45626	37.3453
33	0.231542	121.436	1.45438	37.1633
34	0.23166	121.536	1.45932	37.0938
35	0.232247	122.133	1.46518	37.4011
36	0.231904	122.258	1.46584	37.4726
37	0.230984	122.276	1.46907	37.425
38	0.23124	122.524	1.46509	37.6749
39	0.231234	122.6	1.46459	37.6936
40	0.231402	122.475	1.47145	37.5365
41	0.231198	122.583	1.47161	37.6302
42	0.231191	122.781	1.47944	37.5042
43	0.23109	122.946	1.47748	37.5822
44	0.231358	123.095	1.4919	37.3551
45	0.228882	122.957	1.49118	37.543
46	0.230122	123.16	1.5019	37.5069
47	0.229709	123.405	1.51697	37.4453
48	0.22949	123.523	1.5228	37.4401
49	0.228869	123.915	1.5087	37.8023
50	0.229708	124.117	1.53912	37.229
