11	0.231813	117.203	1.34176	38.7326
12	0.23231	118.652	1.37343	38.3771
13	0.232532	117.853	1.35149	38.5206
14	0.23261	117.957	1.35193	38.4862
15	0.232333	117.623	1.34588	38.5861
16	0.232251	117.901	1.35515	38.4913
17	0.232281	118.281	1.35944	38.4786
18	0.232428	118.625	1.36415	38.4101
19	0.232656	118.864	1.37081	38.2738
20	0.232839	118.895	1.38231	38.0791
21	0.232402	119.17	1.38007	38.2307
22	0.232613	119.573	1.39425	38.0265
23	0.232443	119.78	1.39845	38.0207
24	0.232449	119.915	1.40236	37.9826
25	0.232593	120.09	1.41322	37.8128
26	0.232303	120.371	1.42096	37.799
27	0.232245	120.634	1.42448	37.7815
28	0.232155	120.551	1.42104	37.8427
29	0.232171	120.911	1.43365	37.7003
30	0.232197	120.928	1.44291	37.5888
31	0.232117	121.278	1.45005	37.544
32	0.231813	121.348	1.44234	37.7216
33	0.231599	121.637	1.44835	37.7017
34	0.231572	121.8	1.45407	37.6596
35	0.231219	121.777	1.45498	37.7458
36	0.231704	121.936	1.46681	37.4721
37	0.231629	122.021	1.46648	37.5012
38	0.23177	122.222	1.47474	37.3782
39	0.231024	122.526	1.47463	37.5792
40	0.231121	122.331	1.47341	37.5529
41	0.230878	122.37	1.47054	37.6607
42	0.23091	122.433	1.47562	37.5886
43	0.230922	122.598	1.47951	37.5465
44	0.23082	122.86	1.48822	37.4801
45	0.229452	122.781	1.49179	37.4564
46	0.230512	123.161	1.50428	37.3871
47	0.230375	123.215	1.506	37.3876
48	0.229614	123.56	1.50537	37.6421
49	0.230405	123.746	1.51216	37.3836
50	0.229462	124.235	1.50902	37.7061
